"mu","f_DOPO"
-3.599999999999998,0.13011367272542573
-3.5,0.13352148914650064
-3.3999999999999986,0.13710808563136404
-3.3000000000000007,0.14088723042356185
-3.1999999999999993,0.14487406180903245
-3.099999999999998,0.149085239489095
-3,0.1535391217041177
-2.8999999999999986,0.15825597053085974
-2.8000000000000007,0.16325816903053159
-2.6999999999999993,0.16857046886311275
-2.599999999999998,0.17422026170401297
-2.5,0.18023787473076533
-2.3999999999999986,0.1866568868632171
-2.3000000000000007,0.1935144580566796
-2.1999999999999993,0.2008516649435603
-2.099999999999998,0.20871381540331196
-2,0.21715071430994443
-1.8999999999999986,0.22621681888628167
-1.8000000000000007,0.23597121519572656
-1.6999999999999993,0.24647727781648487
-1.5999999999999979,0.2578018284748779
-1.5,0.2700135182900728
-1.3999999999999986,0.28318002965314704
-1.3000000000000007,0.29736352666802207
-1.1999999999999993,0.31261356851746774
-1.0999999999999979,0.32895647239487086
-1,0.34637989090677124
-0.8999999999999986,0.3648113578271807
-0.7999999999999972,0.3840899744668205
-0.6999999999999993,0.40393180743345053
-0.5999999999999979,0.423892555275448
-0.5,0.44333619663377877
-0.3999999999999986,0.46142516688822266
-0.29999999999999716,0.477153288122393
-0.1999999999999993,0.48944083596770666
-0.09999999999999787,0.49729421501295057
0,0.5000000000000001
0.10000000000000142,0.49729012577288134
0.20000000000000284,0.4894096501742618
0.3000000000000007,0.4770557864370204
0.40000000000000213,0.4612162389562811
0.5,0.44297446580616856
0.6000000000000014,0.4233465596354059
0.7000000000000028,0.4031822311672563
0.8000000000000007,0.38312892847003654
0.9000000000000021,0.3636401204979196
1,0.3450062401790393
1.1000000000000014,0.32739226317961073
1.2000000000000028,0.31087282161383695
1.3000000000000007,0.29546105783424403
1.4000000000000021,0.28113054365084356
1.5,0.2678310514101314
1.6000000000000014,0.25549944717611045
1.7000000000000028,0.24406693947469474
1.8000000000000007,0.23346373891384686
1.9000000000000021,0.22362192086596822
2,0.21447707617508802
2.1000000000000014,0.20596916995701953
2.200000000000003,0.1980428887769983
2.3000000000000007,0.19064766363649924
2.400000000000002,0.18373750613727963
2.5,0.17727073893951564
2.6000000000000014,0.17120967132216416
2.700000000000003,0.16552025719049318
2.8000000000000007,0.1601717603177741
2.900000000000002,0.15513642728399465
3,0.1503891869615452
3.1000000000000014,0.14590737431269532
3.200000000000003,0.1416704831071679
3.3000000000000007,0.13765993029242277
3.400000000000002,0.13385886926523605
3.5,0.13025198750393005
3.6000000000000014,0.1268253598404532
3.700000000000003,0.12356630622919504
3.8000000000000007,0.12046325615204842
3.900000000000002,0.11750563847654255
4,0.1146837818649815
4.100000000000001,0.11198882602406528
4.200000000000003,0.10941263715958241
4.300000000000001,0.10694774217542666
4.400000000000002,0.10458726729648089
4.5,0.10232487286657933
4.600000000000001,0.1001547146479568
4.700000000000003,0.09807138725650939
4.800000000000001,0.09606988940708658
4.900000000000002,0.09414559749356521
5,0.09229421018244333
5.100000000000001,0.09051174062218154
5.200000000000003,0.08879447713133706
5.300000000000001,0.0871389716779356
5.400000000000002,0.08554200572153323
5.5,0.08400057604496479
5.600000000000001,0.08251188318190346
5.700000000000003,0.08107330134602317
5.800000000000001,0.07968238759236534
5.900000000000002,0.0783368373995193
6,0.07703449780194316
6.100000000000001,0.0757733488484206
6.200000000000003,0.07455149057157527
6.300000000000001,0.07336713967627166
6.400000000000002,0.07221861070682127
6.5,0.07110432735822624
6.600000000000001,0.07002279405327078
6.700000000000003,0.06897260327574659
6.800000000000001,0.06795243236544299
6.900000000000002,0.06696101649013034
7,0.06599718100028822
7.100000000000001,0.06505978936720214
7.200000000000003,0.06414778776935709
7.300000000000001,0.06326016361160013
7.400000000000002,0.06239596022209801
7.5,0.06155427372324765
